,affiliated_committee_name,candidate_ids,committee_id,committee_type,committee_type_full,cycles,designation,designation_full,filing_frequency,first_file_date,last_f1_date,last_file_date,name,organization_type,organization_type_full,party,party_full,state,treasurer_name,active_through,candidate_id,candidate_inactive,candidate_status,district,district_number,election_districts,election_years,federal_funds_flag,has_raised_funds,inactive_election_years,incumbent_challenge,incumbent_challenge_full,last_f2_date,load_date,office,office_full,principal_committees
56870,,['P20000568'],C00252841,P,Presidential,"[1992, 1994, 1996, 1998, 2000]",P,Principal campaign committee,A,1991-07-15,1991-07-15,2000-01-24,DEAN ADAMS CURTIS FOR PRESIDENT,,,DEM,DEMOCRATIC PARTY,CA,DEAN ADAMS CURTIS,,,,,,,,,,,,,,,,,,
56873,,['P40002214'],C00391813,P,Presidential,[2004],A,Authorized by a candidate,T,2003-10-27,2003-10-27,2004-09-07,DEAN FOR AMERICA GENERAL ELECTION LEGAL AND ACCOUNTING COMPLIANCE FUND,,,DEM,DEMOCRATIC PARTY,VT,DON BEYER JR,,,,,,,,,,,,,,,,,,
56875,,['P00003095'],C00136879,P,Presidential,"[1980, 1982]",P,Principal campaign committee,A,1980-10-10,1980-10-10,1980-10-28,DEANGLIS FOR PRESIDENT,,,,,DC,,,,,,,,,,,,,,,,,,,
56876,,['P00004481'],C00356188,P,Presidential,"[2000, 2002]",P,Principal campaign committee,A,2000-04-07,2000-04-07,2001-10-26,DEAN HILLER FOR PRESIDENT 2001,,,REF,REFORM PARTY,FL,DIANE HILLER,,,,,,,,,,,,,,,,,,
56877,,['P20004172'],C00507103,P,Presidential,[2012],P,Principal campaign committee,T,2011-11-30,2012-01-30,2012-12-19,DEAN MORSTAD FOR PRESIDENT,,,,,MN,PAUL A MAAS,,,,,,,,,,,,,,,,,,
56882,CITIZENS FOR LAROUCHE,[],C00142323,P,Presidential,"[1980, 1982]",A,Authorized by a candidate,A,1981-06-01,1981-06-01,1981-07-31,DEFENSE COMMITTEE FOR MACHITA AND MOWGLI LAROUCHE,,,DEM,DEMOCRATIC PARTY,NY,RICHARD KATZ,,,,,,,,,,,,,,,,,,
56886,,['P80000847'],C00214130,P,Presidential,"[1988, 1990, 1992, 1994, 1996]",P,Principal campaign committee,A,1987-03-30,1987-03-30,1996-05-15,DELEGATE COMMITTEE FOR MILTON LOUIS HELLER,,,REP,REPUBLICAN PARTY,FL,MILTON LOUIS HELLER,,,,,,,,,,,,,,,,,,
56887,,['P40000127'],C00264853,P,Presidential,[1992],A,Authorized by a candidate,T,1992-04-13,1992-04-13,1993-03-19,DEMOCRACY COMMITTEE,,,DEM,DEMOCRATIC PARTY,WA,LARRY LEE BAKER,,,,,,,,,,,,,,,,,,
56888,,['P40000127'],C00275891,P,Presidential,"[1992, 1994, 1996, 1998]",P,Principal campaign committee,T,1992-09-18,1996-09-23,1997-06-30,DEMOCRACY COMMITTEE '96,,,DEM,DEMOCRATIC PARTY,WA,LARRY LEE BAKER,,,,,,,,,,,,,,,,,,
56889,,['P00001024'],C00249631,P,Presidential,"[1990, 1992, 1994, 1996, 1998]",P,Principal campaign committee,A,1990-11-26,1990-11-26,1997-07-15,DEMOCRAT,,,DEM,DEMOCRATIC PARTY,DC,CHARLES LINCOLN,,,,,,,,,,,,,,,,,,
56890,,['P20004115'],C00506873,P,Presidential,"[2012, 2014, 2016]",P,Principal campaign committee,A,2011-12-05,2011-12-05,2015-08-06,DEMOCRAT,,,,,TX,GERALD DUNSMOOR,,,,,,,,,,,,,,,,,,
56891,,['P80001746'],C00218792,P,Presidential,"[1988, 1990, 1992, 1994, 1996, 1998]",P,Principal campaign committee,A,1987-11-05,1988-01-15,1997-07-15,DEMOCRAT CLUB-DIV 1 NATIONAL CAMPAIGN HEADQUARTERS (PCC LOCK),,,DEM,DEMOCRATIC PARTY,MI,MARILYN MARIE MOORE,,,,,,,,,,,,,,,,,,
56893,,['P00000588'],C00123620,P,Presidential,"[1980, 1982]",A,Authorized by a candidate,A,1980-04-02,1980-04-02,1981-11-04,DEMOCRATIC COMMITTEE FOR GRADY O'CUMMINGS,,,DEM,DEMOCRATIC PARTY,NY,WINIFRED C ROSS,,,,,,,,,,,,,,,,,,
56894,,['P00002295'],C00120485,P,Presidential,"[1980, 1982, 1984, 1986]",P,Principal campaign committee,T,1980-02-08,1986-01-21,1986-01-21,DEMOCRATIC COMMITTEE TO ELECT LESTER BYERLEY JR,,,IND,INDEPENDENT,NJ,A J BREIVOGLE,,,,,,,,,,,,,,,,,,
56895,,['P40000655'],C00168138,P,Presidential,[1984],P,Principal campaign committee,T,1983-06-20,1983-06-20,1985-01-07,DEMOCRATIC (PCC KOSISKY),,,,,MD,DANIEL FRANCIS CHRIST KOSISKY,,,,,,,,,,,,,,,,,,
56898,,['P00003475'],C00342808,P,Presidential,[2000],P,Principal campaign committee,T,1999-02-04,2000-08-17,2000-08-17,DEMOCRAT (PCC MICHAEL MILLER),,,DEM,DEMOCRATIC PARTY,FL,MIKE MILLER,,,,,,,,,,,,,,,,,,
56899,,['P00000729'],C00283325,P,Presidential,"[1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016]",P,Principal campaign committee,A,1993-08-25,2006-12-15,2015-08-06,DEMOCRATS FOR AMERICUM,,,DEM,DEMOCRATIC PARTY,MD,GEORGE A MUZYK,,,,,,,,,,,,,,,,,,
56900,NATIONAL DEMOCRATIC COMMITTEE,['P40000234'],C00164343,P,Presidential,"[1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998]",P,Principal campaign committee,A,1982-12-10,1983-11-08,1997-07-15,DEMOCRATS FOR CARLA,,,DEM,DEMOCRATIC PARTY,MI,NANCY MCKENZIE,,,,,,,,,,,,,,,,,,
